State,District,Pollster,Sample,Type,Date,GOP,Dem,538 Grade,Mean-Reverted Bias,Grade,Adjusted R,Adjusted D,Adjusted Gap,DistrictName,
ND,1,Mason-Dixon Polling & Research Inc.,625,LV,6/6/2012,49,35,B+,-0.7202799,3.3,48.63986005,35.36013995,13.2797201,ND01_2012,
OK,2,SoonerPoll.com,300,LV,10/31/2012,45,33,B-,1.9237209,2.7,45.96186045,32.03813955,13.9237209,OK02_2012,
VA,2,Christopher Newport University,766,LV,10/8/2012,44,32,B+,0.48297297,3.3,44.24148649,31.75851352,12.48297297,VA02_2012,
MI,3,Glengariff Group Inc.,400,LV,10/18/2012,34,35,B,-0.08444444,3,33.95777778,35.04222222,-1.08444444,MI03_2012,
NY,11,Siena College,627,LV,10/28/2012,52,34,A,0.4,4,52.2,33.8,18.4,NY11_2012,
NY,11,Siena College,621,LV,9/23/2012,48,38,A,0.4,4,48.2,37.8,10.4,NY11_2012,
AR,4,Talk Business Poll,518,LV,10/14/2010,34,52,C,0,2,34,52,-18,AR04o_2010,
AR,4,Talk Business Poll,956,LV,8/26/2010,31,49,C,0,2,31,49,-18,AR04o_2010,
CT,1,Marketing Resource Group (MRG),423,LV,10/26/2010,38,56,C+,-0.27121212,2.3,37.86439394,56.13560606,-18.27121212,CT01o_2010,
CT,1,Marketing Resource Group (MRG),515,LV,10/5/2010,45,52,C+,-0.27121212,2.3,44.86439394,52.13560606,-7.27121212,CT01o_2010,
PA,17,Susquehanna Polling & Research Inc.,1070,LV,10/20/2010,28,58,C+,2.5,2.3,29.25,56.75,-27.5,PA17o_2010,
CT,2,Marketing Resource Group (MRG),397,LV,10/26/2010,38,57,C+,-0.27121212,2.3,37.86439394,57.13560606,-19.27121212,CT02o_2010,
CT,2,Marketing Resource Group (MRG),545,LV,10/5/2010,41,55,C+,-0.27121212,2.3,40.86439394,55.13560606,-14.27121212,CT02o_2010,
NJ,6,Monmouth University,647,LV,10/25/2010,45,52,A+,0.2,4,45.1,51.9,-6.8,NJ06o_2010,
NJ,6,Monmouth University,643,LV,10/5/2010,41,53,A+,0.2,4,41.1,52.9,-11.8,NJ06o_2010,
OR,1,Elway Research,400,LV,10/21/2010,38,51,A+,0.4736,4,38.2368,50.7632,-12.5264,OR01o_2010,
OR,1,SurveyUSA,602,LV,10/18/2010,42,51,A,0.2,4,42.1,50.9,-8.8,OR01o_2010,
CA,18,SurveyUSA,612,LV,10/6/2010,44,50,A,0.2,4,44.1,49.9,-5.8,CA18o_2010,
IA,1,Voter/Consumer Research,300,RV,9/3/2010,39,50,B,0.05444444,3,39.02722222,49.97277778,-10.94555556,IA01o_2010,
IL,8,We Ask America,773,LV,10/31/2010,49,46,C,-0.91666667,2,48.54166667,46.45833334,2.08333333,IL08o_2010,
IL,8,We Ask America,1381,RV,9/28/2010,41,41,C,-0.91666667,2,40.54166667,41.45833334,-0.91666667,IL08o_2010,
MA,4,University of New Hampshire,385,LV,10/22/2010,33,46,B,2.71688,3,34.35844,44.64156,-10.28312,MA04o_2010,
MA,4,Fleming & Associates,400,LV,10/17/2010,37,49,B+,-0.29023256,3.3,36.85488372,49.14511628,-12.29023256,MA04o_2010,
MO,3,AAF/Ayers,400,LV,8/20/2010,38,54,C,0,2,38,54,-16,MO03o_2010,
MO,3,We Ask America,1089,RV,8/17/2010,39,48,C,-0.91666667,2,38.54166667,48.45833334,-9.91666667,MO03o_2010,
OR,4,Wilson Research Strategies,300,LV,10/5/2010,42,48,B-,-0.12589744,2.7,41.93705128,48.06294872,-6.12589744,OR04o_2010,
WV,3,AAF/Ayers,400,LV,8/1/2010,37,53,C,0,2,37,53,-16,WV03o_2010,
CA,47,AAF/Ayers,400,LV,8/29/2010,43,45,C,0,2,43,45,-2,CA47o_2010,
IA,2,Voter/Consumer Research,300,RV,9/3/2010,39,47,B,0.05444444,3,39.02722222,46.97277778,-7.94555556,IA02o_2010,
KY,3,SurveyUSA,588,LV,10/25/2010,46,50,A,0.2,4,46.1,49.9,-3.8,KY03o_2010,
KY,3,Braun Research,504,LV,10/19/2010,31,58,B,1.0952778,3,31.5476389,57.4523611,-25.9047222,KY03o_2010,
KY,3,Braun Research,500,LV,9/21/2010,30,53,B,1.0952778,3,30.5476389,52.4523611,-21.9047222,KY03o_2010,
KY,3,SurveyUSA,541,LV,8/30/2010,45,47,A,0.2,4,45.1,46.9,-1.8,KY03o_2010,
KY,3,Braun Research,502,LV,8/10/2010,29,52,B,1.0952778,3,29.5476389,51.4523611,-21.9047222,KY03o_2010,
MI,15,EPIC-MRA,400,LV,10/19/2010,36,53,B+,-0.17242857,3.3,35.91378572,53.08621429,-17.17242857,MI15o_2010,
MI,15,Rossman Group,300,LV,10/4/2010,44,40,C+,0.13580645,2.3,44.06790323,39.93209678,4.13580645,MI15o_2010,
MI,15,Detroit News,400,LV,9/16/2010,30,49,C,0,2,30,49,-19,MI15o_2010,
NJ,12,Monmouth University,1042,LV,10/27/2010,43,51,A+,0.2,4,43.1,50.9,-7.8,NJ12o_2010,
NJ,12,Monmouth University,630,LV,10/12/2010,46,51,A+,0.2,4,46.1,50.9,-4.8,NJ12o_2010,
NY,25,Siena College,623,LV,10/12/2010,39,51,A,0.4,4,39.2,50.8,-11.6,NY25o_2010,
NY,25,AAF/Ayers,400,LV,8/1/2010,41,44,C,0,2,41,44,-3,NY25o_2010,
PA,4,Susquehanna Polling & Research Inc.,400,LV,10/17/2010,35,47,C+,2.5,2.3,36.25,45.75,-9.5,PA04o_2010,
DE,1,Monmouth University,1171,LV,10/27/2010,44,51,A+,0.2,4,44.1,50.9,-6.8,DE01o_2010,
DE,1,Fairleigh Dickinson University (PublicMind),797,LV,10/26/2010,36,53,A,0.04510638,4,36.02255319,52.97744681,-16.95489362,DE01o_2010,
DE,1,Monmouth University,790,LV,10/11/2010,44,53,A+,0.2,4,44.1,52.9,-8.8,DE01o_2010,
DE,1,Fairleigh Dickinson University (PublicMind),801,LV,10/3/2010,36,51,A,0.04510638,4,36.02255319,50.97744681,-14.95489362,DE01o_2010,
DE,1,Public Policy Polling,958,LV,9/12/2010,37,48,B,0.26406832,3,37.13203416,47.86796584,-10.73593168,DE01o_2010,
DE,1,Public Policy Polling,620,RV,8/8/2010,30,48,B,0.26406832,3,30.13203416,47.86796584,-17.73593168,DE01o_2010,
IA,3,Penn Schoen Berland,404,LV,10/21/2010,37,49,B-,2.52875,2.7,38.264375,47.735625,-9.47125,IA03o_2010,
IA,3,Voter/Consumer Research,300,RV,9/3/2010,39,48,B,0.05444444,3,39.02722222,47.97277778,-8.94555556,IA03o_2010,
IA,3,AAF/Ayers,400,LV,8/18/2010,51,41,C,0,2,51,41,10,IA03o_2010,
LA,2,Public Policy Polling,605,LV,10/3/2010,38,49,B,0.26406832,3,38.13203416,48.86796584,-10.73593168,LA02o_2010,
MN,1,SurveyUSA,558,LV,10/26/2010,41,50,A,0.2,4,41.1,49.9,-8.8,MN01o_2010,
MN,1,SurveyUSA,584,LV,10/14/2010,42,47,A,0.2,4,42.1,46.9,-4.8,MN01o_2010,
NM,3,Public Policy Polling,540,LV,9/26/2010,43,49,B,0.26406832,3,43.13203416,48.86796584,-5.73593168,NM03o_2010,
NM,3,Public Policy Polling,400,LV,2/20/2010,36,42,B,0.26406832,3,36.13203416,41.86796584,-5.73593168,NM03o_2010,
UT,2,Deseret News/KSL,456,LV,10/28/2010,39,51,C,0,2,39,51,-12,UT02o_2010,
UT,2,Mason-Dixon Polling & Research Inc.,400,LV,10/27/2010,35,48,B+,-0.7202799,3.3,34.63986005,48.36013995,-13.7202799,UT02o_2010,
UT,2,Deseret News/KSL,226,LV,10/14/2010,31,57,C,0,2,31,57,-26,UT02o_2010,
UT,2,Utah Policy Center/Western Wats,200,RV,10/3/2010,30,46,C,0,2,30,46,-16,UT02o_2010,
CT,5,Marketing Resource Group (MRG),911,LV,10/31/2010,52,44,C+,-0.27121212,2.3,51.86439394,44.13560606,7.72878788,CT05o_2010,
CT,5,Marketing Resource Group (MRG),595,LV,10/26/2010,47,46,C+,-0.27121212,2.3,46.86439394,46.13560606,0.72878788,CT05o_2010,
CT,5,Marketing Resource Group (MRG),481,LV,10/5/2010,50,44,C+,-0.27121212,2.3,49.86439394,44.13560606,5.72878788,CT05o_2010,
IL,10,We Ask America,861,LV,10/31/2010,55,46,C,-0.91666667,2,54.54166667,46.45833334,8.08333333,IL10o_2010,
IL,10,We Ask America,1148,LV,10/15/2010,50,39,C,-0.91666667,2,49.54166667,39.45833334,10.08333333,IL10o_2010,
IL,10,Penn Schoen Berland,405,LV,10/7/2010,37,49,B-,2.52875,2.7,38.264375,47.735625,-9.47125,IL10o_2010,
IL,10,We Ask America,1015,RV,8/4/2010,40,43,C,-0.91666667,2,39.54166667,43.45833334,-3.91666667,IL10o_2010,
MA,10,University of New Hampshire,349,LV,10/22/2010,33,37,B,2.71688,3,34.35844,35.64156,-1.28312,MA10o_2010,
MA,10,MassINC Polling Group,400,LV,10/15/2010,43,46,A-,-0.43275,3.7,42.783625,46.216375,-3.43275,MA10o_2010,
MI,7,EPIC-MRA,400,LV,10/17/2010,39,45,B+,-0.17242857,3.3,38.91378572,45.08621429,-6.17242857,MI07o_2010,
MI,7,Penn Schoen Berland,404,LV,9/27/2010,41,41,B-,2.52875,2.7,42.264375,39.735625,2.52875,MI07o_2010,
MI,7,Rossman Group,300,LV,9/20/2010,42,38,C+,0.13580645,2.3,42.06790323,37.93209678,4.13580645,MI07o_2010,
MI,7,We Ask America,1008,RV,8/4/2010,45,37,C,-0.91666667,2,44.54166667,37.45833334,7.08333333,MI07o_2010,
MO,4,Missouri State University,159,LV,10/27/2010,39,46,B,0.37272727,3,39.18636364,45.81363637,-6.62727273,MO04o_2010,
MO,4,Missouri State University,187,RV,8/22/2010,35,47,B,0.37272727,3,35.18636364,46.81363637,-11.62727273,MO04o_2010,
MO,4,We Ask America,1207,RV,8/17/2010,42,45,C,-0.91666667,2,41.54166667,45.45833334,-3.91666667,MO04o_2010,
NC,7,SurveyUSA,450,RV,9/26/2010,46,45,A,0.2,4,46.1,44.9,1.2,NC07o_2010,
NM,1,Albuquerque Journal,400,LV,10/28/2010,49,46,C,0,2,49,46,3,NM01o_2010,
NM,1,Albuquerque Journal,403,LV,9/30/2010,41,48,C,0,2,41,48,-7,NM01o_2010,
NM,1,Public Policy Polling,540,LV,9/26/2010,43,50,B,0.26406832,3,43.13203416,49.86796584,-6.73593168,NM01o_2010,
NM,1,Albuquerque Journal,402,LV,8/27/2010,41,47,C,0,2,41,47,-6,NM01o_2010,
NM,1,SurveyUSA,559,LV,7/25/2010,51,45,A,0.2,4,51.1,44.9,6.2,NM01o_2010,
NM,1,Public Policy Polling,400,LV,2/20/2010,36,45,B,0.26406832,3,36.13203416,44.86796584,-8.73593168,NM01o_2010,
NY,19,Siena College,651,LV,10/26/2010,46,47,A,0.4,4,46.2,46.8,-0.6,NY19o_2010,
NY,19,Monmouth University,636,LV,10/18/2010,48,49,A+,0.2,4,48.1,48.9,-0.8,NY19o_2010,
NY,19,Penn Schoen Berland,416,LV,10/14/2010,43,43,B-,2.52875,2.7,44.264375,41.735625,2.52875,NY19o_2010,
NY,19,Siena College,610,LV,10/10/2010,46,43,A,0.4,4,46.2,42.8,3.4,NY19o_2010,
NY,19,Iona College,800,RV,10/6/2010,42,42,C+,0.14193548,2.3,42.07096774,41.92903226,0.14193548,NY19o_2010,
NY,19,Public Policy Polling,,LV,9/12/2010,44,42,B,0.26406832,3,44.13203416,41.86796584,2.26406832,NY19o_2010,
OR,5,Elway Research,400,LV,10/21/2010,38,50,A+,0.4736,4,38.2368,49.7632,-11.5264,OR05o_2010,
OR,5,SurveyUSA,601,LV,10/19/2010,51,41,A,0.2,4,51.1,40.9,10.2,OR05o_2010,
PA,7,Franklin & Marshall College,400,LV,10/11/2010,34,31,B-,0.13543478,2.7,34.06771739,30.93228261,3.13543478,PA07o_2010,
PA,7,Penn Schoen Berland,405,LV,10/7/2010,40,39,B-,2.52875,2.7,41.264375,37.735625,3.52875,PA07o_2010,
PA,7,Monmouth University,670,LV,10/6/2010,49,45,A+,0.2,4,49.1,44.9,4.2,PA07o_2010,
VA,9,SurveyUSA,608,LV,10/25/2010,47,46,A,0.2,4,47.1,45.9,1.2,VA09o_2010,
VA,9,SurveyUSA,633,LV,10/13/2010,41,51,A,0.2,4,41.1,50.9,-9.8,VA09o_2010,
VA,9,SurveyUSA,628,LV,9/29/2010,38,53,A,0.2,4,38.1,52.9,-14.8,VA09o_2010,
VA,9,SurveyUSA,576,LV,9/2/2010,40,50,A,0.2,4,40.1,49.9,-9.8,VA09o_2010,
VA,9,SurveyUSA,579,LV,7/20/2010,39,52,A,0.2,4,39.1,51.9,-12.8,VA09o_2010,
WA,9,SurveyUSA,590,LV,10/25/2010,46,49,A,0.2,4,46.1,48.9,-2.8,WA09o_2010,
WA,9,SurveyUSA,586,LV,9/16/2010,46,49,A,0.2,4,46.1,48.9,-2.8,WA09o_2010,
AZ,7,Magellan Strategies,686,LV,9/29/2010,38,40,C+,-0.52473684,2.3,37.73763158,40.26236842,-2.52473684,AZ07o_2010,
HI,1,Marketing Resource Group (MRG),620,LV,10/23/2010,45,50,C+,-0.27121212,2.3,44.86439394,50.13560606,-5.27121212,HI01o_2010,
HI,1,Ward Research (Honolulu Star-Advertiser),399,LV,10/19/2010,48,45,B+,-0.5525,3.3,47.72375,45.27625,2.4475,HI01o_2010,
HI,1,Penn Schoen Berland,406,LV,10/7/2010,45,41,B-,2.52875,2.7,46.264375,39.735625,6.52875,HI01o_2010,
HI,1,Public Policy Polling,643,LV,10/3/2010,47,48,B,0.26406832,3,47.13203416,47.86796584,-0.73593168,HI01o_2010,
IN,2,EPIC-MRA,400,LV,10/22/2010,43,48,B+,-0.17242857,3.3,42.91378572,48.08621429,-5.17242857,IN02o_2010,
IN,2,EPIC-MRA,400,LV,10/3/2010,39,48,B+,-0.17242857,3.3,38.91378572,48.08621429,-9.17242857,IN02o_2010,
ME,1,Critical Insights,295,LV,10/28/2010,45,41,C,0.298,2,45.149,40.851,4.298,ME01o_2010,
ME,1,Critical Insights,295,LV,10/17/2010,40,45,C,0.298,2,40.149,44.851,-4.702,ME01o_2010,
ME,1,Pan Atlantic SMS Group,250,LV,10/15/2010,32.6,49,B+,0.91711111,3.3,33.05855556,48.54144445,-15.48288889,ME01o_2010,
ME,2,Pan Atlantic SMS Group,250,LV,10/15/2010,29.3,48.8,B+,0.91711111,3.3,29.75855556,48.34144445,-18.58288889,ME02o_2010,
ME,1,Critical Insights,305,LV,10/11/2010,33,48,C,0.298,2,33.149,47.851,-14.702,ME01o_2010,
ME,1,PineTreePolitics/MECPO,346,LV,10/7/2010,38,46,C,0,2,38,46,-8,ME01o_2010,
ME,1,Critical Insights,187,LV,9/27/2010,26,54,C,0.298,2,26.149,53.851,-27.702,ME01o_2010,
ME,1,Critical Insights,316,LV,9/13/2010,29,53,C,0.298,2,29.149,52.851,-23.702,ME01o_2010,
ME,1,Public Policy Polling,790,LV,9/6/2010,38,47,B,0.26406832,3,38.13203416,46.86796584,-8.73593168,ME01o_2010,
MI,9,EPIC-MRA,400,LV,10/17/2010,43,48,B+,-0.17242857,3.3,42.91378572,48.08621429,-5.17242857,MI09o_2010,
MI,9,Rossman Group,300,LV,9/13/2010,45,41,C+,0.13580645,2.3,45.06790323,40.93209678,4.13580645,MI09o_2010,
NC,8,SurveyUSA,450,RV,10/3/2010,45,46,A,0.2,4,45.1,45.9,-0.8,NC08o_2010,
NC,8,Public Policy Polling,744,LV,1/11/2010,39,53,B,0.26406832,3,39.13203416,52.86796584,-13.73593168,NC08o_2010,
NY,1,Siena College,615,LV,10/11/2010,39,51,A,0.4,4,39.2,50.8,-11.6,NY01o_2010,
NY,1,SurveyUSA,600,LV,1/18/2010,45,47,A,0.2,4,45.1,46.9,-1.8,NY01o_2010,
NY,24,Siena College,632,LV,10/25/2010,43,48,A,0.4,4,43.2,47.8,-4.6,NY24o_2010,
NY,24,Penn Schoen Berland,400,LV,10/14/2010,37,47,B-,2.52875,2.7,38.264375,45.735625,-7.47125,NY24o_2010,
NY,24,Siena College,605,LV,9/15/2010,40,48,A,0.4,4,40.2,47.8,-7.6,NY24o_2010,
PA,11,Critical Insights,400,LV,10/25/2010,39,47,C,0.298,2,39.149,46.851,-7.702,PA11o_2010,
PA,11,Penn Schoen Berland,402,LV,10/21/2010,48,43,B-,2.52875,2.7,49.264375,41.735625,7.52875,PA11o_2010,
PA,11,Critical Insights,400,LV,10/11/2010,43,41,C,0.298,2,43.149,40.851,2.298,PA11o_2010,
PA,11,Franklin & Marshall College,414,LV,10/10/2010,47,40,B-,0.13543478,2.7,47.06771739,39.93228261,7.13543478,PA11o_2010,
PA,11,Critical Insights,221,LV,9/23/2010,43,32,C,0.298,2,43.149,31.851,11.298,PA11o_2010,
PA,8,Monmouth University,646,LV,10/13/2010,51,46,A+,0.2,4,51.1,45.9,5.2,PA08o_2010,
PA,8,Penn Schoen Berland,398,LV,10/12/2010,43,46,B-,2.52875,2.7,44.264375,44.735625,-0.47125,PA08o_2010,
PA,8,Franklin & Marshall College,379,LV,9/19/2010,49,35,B-,0.13543478,2.7,49.06771739,34.93228261,14.13543478,PA08o_2010,
WA,2,SurveyUSA,643,LV,10/21/2010,46,50,A,0.2,4,46.1,49.9,-3.8,WA02o_2010,
WA,2,SurveyUSA,576,LV,9/28/2010,47,50,A,0.2,4,47.1,49.9,-2.8,WA02o_2010,
WA,2,SurveyUSA,612,LV,9/2/2010,50,46,A,0.2,4,50.1,45.9,4.2,WA02o_2010,
CT,4,Marketing Resource Group (MRG),571,LV,10/26/2010,48,46,C+,-0.27121212,2.3,47.86439394,46.13560606,1.72878788,CT04o_2010,
CT,4,Marketing Resource Group (MRG),411,LV,10/5/2010,47,49,C+,-0.27121212,2.3,46.86439394,49.13560606,-2.27121212,CT04o_2010,
CT,4,Marketing Resource Group (MRG),400,LV,8/1/2010,42,46,C+,-0.27121212,2.3,41.86439394,46.13560606,-4.27121212,CT04o_2010,
ID,1,Mason-Dixon Polling & Research Inc.,400,LV,10/22/2010,41,44,B+,-0.7202799,3.3,40.63986005,44.36013995,-3.7202799,ID01o_2010,
ID,1,Mason-Dixon Polling & Research Inc.,400,LV,9/15/2010,36,46,B+,-0.7202799,3.3,35.63986005,46.36013995,-10.7202799,ID01o_2010,
KY,6,Mason-Dixon Polling & Research Inc.,500,LV,10/19/2010,44,48,B+,-0.7202799,3.3,43.63986005,48.36013995,-4.7202799,KY06o_2010,
KY,6,Braun Research,508,LV,9/22/2010,37,51,B,1.0952778,3,37.5476389,50.4523611,-12.9047222,KY06o_2010,
KY,6,Braun Research,503,LV,7/27/2010,32,46,B,1.0952778,3,32.5476389,45.4523611,-12.9047222,KY06o_2010,
ME,2,Critical Insights,326,LV,10/28/2010,40,44,C,0.298,2,40.149,43.851,-3.702,ME02o_2010,
ME,2,Critical Insights,305,LV,10/17/2010,30,49,C,0.298,2,30.149,48.851,-18.702,ME02o_2010,
ME,2,Critical Insights,300,LV,10/11/2010,30,43,C,0.298,2,30.149,42.851,-12.702,ME02o_2010,
ME,2,Critical Insights,218,LV,9/27/2010,32,44,C,0.298,2,32.149,43.851,-11.702,ME02o_2010,
ME,2,Critical Insights,287,LV,9/13/2010,28,48,C,0.298,2,28.149,47.851,-19.702,ME02o_2010,
ME,2,Public Policy Polling,678,LV,9/6/2010,38,45,B,0.26406832,3,38.13203416,44.86796584,-6.73593168,ME02o_2010,
MN,8,SurveyUSA,665,LV,10/28/2010,46,47,A,0.2,4,46.1,46.9,-0.8,MN08o_2010,
NH,2,University of New Hampshire,451,LV,10/31/2010,40,43,B,2.71688,3,41.35844,41.64156,-0.28312,NH02o_2010,
NH,2,University of New Hampshire,363,LV,10/12/2010,36,43,B,2.71688,3,37.35844,41.64156,-4.28312,NH02o_2010,
NH,2,Penn Schoen Berland,407,LV,10/7/2010,45,42,B-,2.52875,2.7,46.264375,40.735625,5.52875,NH02o_2010,
NH,2,University of New Hampshire,220,LV,9/29/2010,43,38,B,2.71688,3,44.35844,36.64156,7.71688,NH02o_2010,
NH,2,American Research Group,400,LV,9/26/2010,38,36,C+,-0.22110092,2.3,37.88944954,36.11055046,1.77889908,NH02o_2010,
NH,2,University of New Hampshire,231,LV,4/21/2010,42,30,B,2.71688,3,43.35844,28.64156,14.71688,NH02o_2010,
NH,2,University of New Hampshire,174,LV,2/3/2010,39,28,B,2.71688,3,40.35844,26.64156,13.71688,NH02o_2010,
NH,2,University of New Hampshire,197,LV,7/27/2010,47,29,B,2.71688,3,48.35844,27.64156,20.71688,NH02o_2010,
PA,12,Susquehanna Polling & Research Inc.,400,LV,10/10/2010,36,43,C+,2.5,2.3,37.25,41.75,-4.5,PA12o_2010,
RI,1,Quest Research,486,LV,10/25/2010,40,42,C,0,2,40,42,-2,RI01o_2010,
RI,1,Fleming & Associates,250,LV,10/25/2010,42,48,B+,-0.29023256,3.3,41.85488372,48.14511628,-6.29023256,RI01o_2010,
RI,1,Quest Research,405,LV,10/6/2010,36,47,C,0,2,36,47,-11,RI01o_2010,
RI,1,Brown University,289,RV,9/29/2010,21,39,C,-0.40756757,1.7,20.79621622,39.20378379,-18.40756757,RI01o_2010,
RI,1,Fleming & Associates,250,LV,9/26/2010,29,48,B+,-0.29023256,3.3,28.85488372,48.14511628,-19.29023256,RI01o_2010,
RI,1,Quest Research,402,LV,9/17/2010,26,49,C,0,2,26,49,-23,RI01o_2010,
WA,3,SurveyUSA,640,LV,10/26/2010,50,46,A,0.2,4,50.1,45.9,4.2,WA03o_2010,
WA,3,SurveyUSA,579,LV,10/12/2010,53,42,A,0.2,4,53.1,41.9,11.2,WA03o_2010,
WA,3,Penn Schoen Berland,400,LV,10/7/2010,42,40,B-,2.52875,2.7,43.264375,38.735625,4.52875,WA03o_2010,
WA,3,SurveyUSA,552,LV,9/14/2010,52,43,A,0.2,4,52.1,42.9,9.2,WA03o_2010,
WA,3,SurveyUSA,562,LV,8/24/2010,54,41,A,0.2,4,54.1,40.9,13.2,WA03o_2010,
WV,1,Penn Schoen Berland,405,LV,10/7/2010,39,42,B-,2.52875,2.7,40.264375,40.735625,-0.47125,WV01o_2010,
AR,1,Talk Business Poll,436,LV,10/14/2010,42,34,C,0,2,42,34,8,AR01o_2010,
AR,1,Penn Schoen Berland,409,LV,10/7/2010,46,34,B-,2.52875,2.7,47.264375,32.735625,14.52875,AR01o_2010,
AR,1,Talk Business Poll,630,LV,8/17/2010,48,32,C,0,2,48,32,16,AR01o_2010,
AZ,5,Penn Schoen Berland,408,LV,10/14/2010,45,42,B-,2.52875,2.7,46.264375,40.735625,5.52875,AZ05o_2010,
CA,20,SurveyUSA,601,LV,10/24/2010,52,42,A,0.2,4,52.1,41.9,10.2,CA20o_2010,
CA,20,SurveyUSA,561,LV,9/12/2010,46,48,A,0.2,4,46.1,47.9,-1.8,CA20o_2010,
CO,4,Penn Schoen Berland,391,LV,9/27/2010,44,41,B-,2.52875,2.7,45.264375,39.735625,5.52875,CO04o_2010,
GA,2,Landmark Communications,914,LV,10/26/2010,50,46,B,1.3775806,3,50.6887903,45.3112097,5.3775806,GA02o_2010,
GA,2,Landmark Communications,836,LV,10/19/2010,47,45,B,1.3775806,3,47.6887903,44.3112097,3.3775806,GA02o_2010,
IL,17,We Ask America,1103,LV,10/31/2010,52,44,C,-0.91666667,2,51.54166667,44.45833334,7.08333333,IL17o_2010,
IL,17,Penn Schoen Berland,417,LV,10/14/2010,45,38,B-,2.52875,2.7,46.264375,36.735625,9.52875,IL17o_2010,
IL,17,We Ask America,1250,RV,9/8/2010,41,38,C,-0.91666667,2,40.54166667,38.45833334,2.08333333,IL17o_2010,
MD,1,Baltimore Sun,520,LV,10/20/2010,40,40,C,0,2,40,40,0,MD01o_2010,
MD,1,Monmouth University,637,LV,10/19/2010,53,42,A+,0.2,4,53.1,41.9,11.2,MD01o_2010,
MD,1,Penn Schoen Berland,400,LV,9/30/2010,43,40,B-,2.52875,2.7,44.264375,38.735625,5.52875,MD01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,10/19/2010,52,42,C+,-1.4892512,2.3,51.2553744,42.7446256,8.5107488,ND01o_2010,
ND,1,Penn Schoen Berland,398,LV,10/19/2010,44,45,B-,2.52875,2.7,45.264375,43.735625,1.52875,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,9/21/2010,48,45,C+,-1.4892512,2.3,47.2553744,45.7446256,1.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,8/11/2010,53,44,C+,-1.4892512,2.3,52.2553744,44.7446256,7.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,7/21/2010,49,46,C+,-1.4892512,2.3,48.2553744,46.7446256,1.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,6/15/2010,51,44,C+,-1.4892512,2.3,50.2553744,44.7446256,5.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,5/19/2010,52,43,C+,-1.4892512,2.3,51.2553744,43.7446256,7.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,4/20/2010,49,45,C+,-1.4892512,2.3,48.2553744,45.7446256,2.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,3/24/2010,51,44,C+,-1.4892512,2.3,50.2553744,44.7446256,5.5107488,ND01o_2010,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,2/10/2010,46,40,C+,-1.4892512,2.3,45.2553744,40.7446256,4.5107488,ND01o_2010,
NM,2,Albuquerque Journal,402,LV,10/28/2010,48,45,C,0,2,48,45,3,NM02o_2010,
NM,2,Penn Schoen Berland,401,LV,9/30/2010,46,42,B-,2.52875,2.7,47.264375,40.735625,6.52875,NM02o_2010,
NM,2,Albuquerque Journal,402,LV,9/30/2010,45,44,C,0,2,45,44,1,NM02o_2010,
NM,2,Public Policy Polling,540,LV,9/26/2010,48,47,B,0.26406832,3,48.13203416,46.86796584,1.26406832,NM02o_2010,
NM,2,Albuquerque Journal,404,LV,8/27/2010,42,45,C,0,2,42,45,-3,NM02o_2010,
NM,2,Public Policy Polling,400,LV,2/20/2010,43,41,B,0.26406832,3,43.13203416,40.86796584,2.26406832,NM02o_2010,
NY,23,Siena College,623,LV,10/26/2010,37,40,A,0.4,4,37.2,39.8,-2.6,NY23o_2010,
NY,23,Siena College,607,LV,10/7/2010,42,31,A,0.4,4,42.2,30.8,11.4,NY23o_2010,
PA,6,Monmouth University,642,LV,10/20/2010,54,44,A+,0.2,4,54.1,43.9,10.2,PA06o_2010,
WA,8,SurveyUSA,639,LV,10/20/2010,52,45,A,0.2,4,52.1,44.9,7.2,WA08o_2010,
WA,8,Public Policy Polling,1036,LV,10/10/2010,49,46,B,0.26406832,3,49.13203416,45.86796584,3.26406832,WA08o_2010,
WA,8,SurveyUSA,579,LV,9/29/2010,52,45,A,0.2,4,52.1,44.9,7.2,WA08o_2010,
WA,8,SurveyUSA,657,LV,9/2/2010,54,41,A,0.2,4,54.1,40.9,13.2,WA08o_2010,
NY,29,Siena College,613,LV,9/16/2010,44,30,A,0.4,4,44.2,29.8,14.4,NY29o_2010,
PA,15,Morning Call,496,LV,10/13/2010,49,32,C,0,2,49,32,17,PA15o_2010,
PA,15,Morning Call,496,LV,9/16/2010,49,38,C,0,2,49,38,11,PA15o_2010,
PA,15,Morning Call,303,LV,4/27/2010,43,31,C,0,2,43,31,12,PA15o_2010,
